Week_Start_Date,Week_End_Date,Quarter,Fiscal_Year,Quarter_Number,Week_Number_In_Quarter,Week_Number_Total,Year,Month,Month_Name,Region,Product,Payment_Plan,Revenue_Millions,Customer_Count,Trend_Type,Active_Events
11/01/2019,11/07/2019,2019 Q4,2019,Q4,1,1,2019,11,November,LATAM,Enterprise,Yearly,0.08368035335135376,418,cyclical_pattern,LATAM_Enterprise_cyclical_pattern
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,NA,Pro,Monthly,0.03848393091105888,1924,steady_growth,NA_Pro_steady_growth
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,NA,Pro,Yearly,0.3234318752005997,1617,steady_growth,NA_Pro_steady_growth
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,NA,Business,Monthly,0.11503082690181064,5751,plateau,NA_Business_plateau
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,NA,Business,Yearly,0.9666982812246713,4833,plateau,NA_Business_plateau
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,NA,Enterprise,Monthly,0.22048659462109646,11024,volatile_growth,NA_Enterprise_volatile_growth
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,NA,Enterprise,Yearly,1.8529767808100237,9264,volatile_growth,NA_Enterprise_volatile_growth
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,EMEA,Pro,Monthly,0.05311058006997565,2655,gentle_acceleration,EMEA_Pro_gentle_acceleration
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,EMEA,Pro,Yearly,0.4463462440352644,2231,gentle_acceleration,EMEA_Pro_gentle_acceleration
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,EMEA,Business,Monthly,0.04819676072930345,2409,slow_recovery,EMEA_Business_slow_recovery
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,EMEA,Business,Yearly,0.4050303611677434,2025,slow_recovery,EMEA_Business_slow_recovery
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,EMEA,Enterprise,Monthly,0.09405907457557727,4702,market_correction,EMEA_Enterprise_market_correction
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,EMEA,Enterprise,Yearly,0.7904819842148645,3952,market_correction,EMEA_Enterprise_market_correction
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,APAC,Pro,Monthly,0.012108508094927436,605,volatile_growth,APAC_Pro_volatile_growth
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,APAC,Pro,Yearly,0.10178953802429834,508,volatile_growth,APAC_Pro_volatile_growth
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,APAC,Business,Monthly,0.03128158823259699,1564,cyclical_pattern,APAC_Business_cyclical_pattern
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,APAC,Business,Yearly,0.26291229649858244,1314,cyclical_pattern,APAC_Business_cyclical_pattern
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,APAC,Enterprise,Monthly,0.02283930983265706,1141,sideways_drift,APAC_Enterprise_sideways_drift
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,APAC,Enterprise,Yearly,0.1919451112544818,959,sideways_drift,APAC_Enterprise_sideways_drift
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,LATAM,Pro,Monthly,0.008136121431673743,406,gentle_acceleration,LATAM_Pro_gentle_acceleration
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,LATAM,Pro,Yearly,0.06840312063487136,342,gentle_acceleration,LATAM_Pro_gentle_acceleration
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,LATAM,Business,Monthly,0.013164749635445757,658,market_correction,LATAM_Business_market_correction
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,LATAM,Business,Yearly,0.11062216655877764,553,market_correction,LATAM_Business_market_correction
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,LATAM,Enterprise,Monthly,0.008136121431673743,406,cyclical_pattern,LATAM_Enterprise_cyclical_pattern
11/08/2019,11/14/2019,2019 Q4,2019,Q4,2,2,2019,11,November,LATAM,Enterprise,Yearly,0.06840312063487136,342,cyclical_pattern,LATAM_Enterprise_cyclical_pattern
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,NA,Pro,Monthly,0.019892549013095073,994,steady_growth,NA_Pro_steady_growth
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,NA,Pro,Yearly,0.30647843308285994,1532,steady_growth,NA_Pro_steady_growth
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,NA,Business,Monthly,0.06143804960681575,3071,plateau,NA_Business_plateau
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,NA,Business,Yearly,0.9464919213191033,4732,plateau,NA_Business_plateau
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,NA,Enterprise,Monthly,0.10981085059287227,5490,volatile_growth,NA_Enterprise_volatile_growth
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,NA,Enterprise,Yearly,1.691685636003193,8458,volatile_growth,NA_Enterprise_volatile_growth
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,EMEA,Pro,Monthly,0.03591986630182962,1795,gentle_acceleration,EMEA_Pro_gentle_acceleration
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,EMEA,Pro,Yearly,0.5533481044442945,2766,gentle_acceleration,EMEA_Pro_gentle_acceleration
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,EMEA,Business,Monthly,0.03798642583762634,1899,slow_recovery,EMEA_Business_slow_recovery
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,EMEA,Business,Yearly,0.5852190448408039,2926,slow_recovery,EMEA_Business_slow_recovery
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,EMEA,Enterprise,Monthly,0.0568380411586164,2841,market_correction,EMEA_Enterprise_market_correction
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,EMEA,Enterprise,Yearly,0.8756701606349292,4378,market_correction,EMEA_Enterprise_market_correction
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,APAC,Pro,Monthly,0.01092980376710264,546,volatile_growth,APAC_Pro_volatile_growth
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,APAC,Pro,Yearly,0.16836337077377925,841,volatile_growth,APAC_Pro_volatile_growth
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,APAC,Business,Monthly,0.023627664025942473,1181,cyclical_pattern,APAC_Business_cyclical_pattern
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,APAC,Business,Yearly,0.3639670577990419,1819,cyclical_pattern,APAC_Business_cyclical_pattern
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,APAC,Enterprise,Monthly,0.01710652060187283,855,sideways_drift,APAC_Enterprise_sideways_drift
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,APAC,Enterprise,Yearly,0.2634863408140815,1317,sideways_drift,APAC_Enterprise_sideways_drift
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,LATAM,Pro,Monthly,0.004668893766059251,233,gentle_acceleration,LATAM_Pro_gentle_acceleration
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,LATAM,Pro,Yearly,0.07187034830048586,359,gentle_acceleration,LATAM_Pro_gentle_acceleration
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,LATAM,Business,Monthly,0.006544105196689606,327,market_correction,LATAM_Business_market_correction
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,LATAM,Business,Yearly,0.10084045142267317,504,market_correction,LATAM_Business_market_correction
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,LATAM,Enterprise,Monthly,0.0056792117613376466,283,cyclical_pattern,LATAM_Enterprise_cyclical_pattern
11/15/2019,11/21/2019,2019 Q4,2019,Q4,3,3,2019,11,November,LATAM,Enterprise,Yearly,0.08754558507571429,437,cyclical_pattern,LATAM_Enterprise_cyclical_pattern
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,NA,Pro,Monthly,0.023068927558856697,1153,steady_growth,NA_Pro_steady_growth
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,NA,Pro,Yearly,0.25049763143538883,1252,steady_growth,NA_Pro_steady_growth
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,NA,Business,Monthly,0.053432044886655136,2671,slow_recovery,NA_Business_slow_recovery
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,NA,Business,Yearly,0.5801751087886184,2900,slow_recovery,NA_Business_slow_recovery
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,NA,Enterprise,Monthly,0.18213278042155073,9106,volatile_growth,NA_Enterprise_volatile_growth
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,NA,Enterprise,Yearly,1.977735745378492,9888,volatile_growth,NA_Enterprise_volatile_growth
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,EMEA,Pro,Monthly,0.043849331779923686,2192,gentle_acceleration,EMEA_Pro_gentle_acceleration
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,EMEA,Pro,Yearly,0.476196548441217,2380,gentle_acceleration,EMEA_Pro_gentle_acceleration
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,EMEA,Business,Monthly,0.0599149186896915,2995,slow_recovery,EMEA_Business_slow_recovery
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,EMEA,Business,Yearly,0.6505759036414268,3252,slow_recovery,EMEA_Business_slow_recovery
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,EMEA,Enterprise,Monthly,0.06825004215073827,3412,market_correction,EMEA_Enterprise_market_correction
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,EMEA,Enterprise,Yearly,0.7411600966271829,3705,market_correction,EMEA_Enterprise_market_correction
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,APAC,Pro,Monthly,0.01252182000208678,626,volatile_growth,APAC_Pro_volatile_growth
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,APAC,Pro,Yearly,0.13594134783439074,679,volatile_growth,APAC_Pro_volatile_growth
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,APAC,Business,Monthly,0.027140815236796893,1357,cyclical_pattern,APAC_Business_cyclical_pattern
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,APAC,Business,Yearly,0.29473731334985187,1473,cyclical_pattern,APAC_Business_cyclical_pattern
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,APAC,Enterprise,Monthly,0.020849289538926886,1042,sideways_drift,APAC_Enterprise_sideways_drift
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,APAC,Enterprise,Yearly,0.22643369372966704,1132,sideways_drift,APAC_Enterprise_sideways_drift
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,LATAM,Pro,Monthly,0.006452258106209753,322,gentle_acceleration,LATAM_Pro_gentle_acceleration
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,LATAM,Pro,Yearly,0.07008698396033536,350,gentle_acceleration,LATAM_Pro_gentle_acceleration
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,LATAM,Business,Monthly,0.007608000661414584,380,market_correction,LATAM_Business_market_correction
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,LATAM,Business,Yearly,0.08262411181083544,413,market_correction,LATAM_Business_market_correction
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,LATAM,Enterprise,Monthly,0.006452258106209753,322,steady_growth,LATAM_Enterprise_steady_growth
11/22/2019,11/28/2019,2019 Q4,2019,Q4,4,4,2019,11,November,LATAM,Enterprise,Yearly,0.07008698396033536,350,steady_growth,LATAM_Enterprise_steady_growth
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,NA,Pro,Monthly,0.014703188400983313,735,steady_growth,NA_Pro_steady_growth
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,NA,Pro,Yearly,0.25320712060454453,1266,steady_growth,NA_Pro_steady_growth
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,NA,Business,Monthly,0.05172521978857118,2586,slow_recovery,NA_Business_slow_recovery
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,NA,Business,Yearly,0.8909397394272051,4454,slow_recovery,NA_Business_slow_recovery
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,NA,Enterprise,Monthly,0.12012068649923588,6006,volatile_growth,NA_Enterprise_volatile_growth
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,NA,Enterprise,Yearly,2.068978175846021,10344,volatile_growth,NA_Enterprise_volatile_growth
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,EMEA,Pro,Monthly,0.03200105710802251,1600,gentle_acceleration,EMEA_Pro_gentle_acceleration
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,EMEA,Pro,Yearly,0.5511973517422245,2755,gentle_acceleration,EMEA_Pro_gentle_acceleration
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,EMEA,Business,Monthly,0.039103898771797894,1955,slow_recovery,EMEA_Business_slow_recovery
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,EMEA,Business,Yearly,0.6734764448677371,3367,slow_recovery,EMEA_Business_slow_recovery
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,EMEA,Enterprise,Monthly,0.05154152560761147,2577,market_correction,EMEA_Enterprise_market_correction
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,EMEA,Enterprise,Yearly,0.88779397657827,4438,market_correction,EMEA_Enterprise_market_correction
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,APAC,Pro,Monthly,0.007684539903481127,384,volatile_growth,APAC_Pro_volatile_growth
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,APAC,Pro,Yearly,0.13233634953305648,661,volatile_growth,APAC_Pro_volatile_growth
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,APAC,Business,Monthly,0.01236874151795369,618,cyclical_pattern,APAC_Business_cyclical_pattern
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,APAC,Business,Yearly,0.21306994206484828,1065,cyclical_pattern,APAC_Business_cyclical_pattern
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,APAC,Enterprise,Monthly,0.013072902544965905,653,sideways_drift,APAC_Enterprise_sideways_drift
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,APAC,Enterprise,Yearly,0.22523202762922226,1126,sideways_drift,APAC_Enterprise_sideways_drift
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,LATAM,Pro,Monthly,0.004202004389453326,210,gentle_acceleration,LATAM_Pro_gentle_acceleration
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,LATAM,Pro,Yearly,0.07233723767709177,361,gentle_acceleration,LATAM_Pro_gentle_acceleration
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,LATAM,Business,Monthly,0.005709827458164265,285,market_correction,LATAM_Business_market_correction
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,LATAM,Business,Yearly,0.09832231035868384,491,market_correction,LATAM_Business_market_correction
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,LATAM,Enterprise,Monthly,0.004202004389453326,210,steady_growth,LATAM_Enterprise_steady_growth
11/29/2019,12/05/2019,2019 Q4,2019,Q4,5,5,2019,11,November,LATAM,Enterprise,Yearly,0.07233723767709177,361,steady_growth,LATAM_Enterprise_steady_growth
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,NA,Pro,Monthly,0.01585127703198149,792,steady_growth,NA_Pro_steady_growth
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,NA,Pro,Yearly,0.2898158400849731,1449,steady_growth,NA_Pro_steady_growth
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,NA,Business,Monthly,0.07193923361834574,3596,slow_recovery,NA_Business_slow_recovery
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,NA,Business,Yearly,1.315166142505238,6575,slow_recovery,NA_Business_slow_recovery
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,NA,Enterprise,Monthly,0.11460986107044463,5730,volatile_growth,NA_Enterprise_volatile_growth
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,NA,Enterprise,Yearly,2.095200520178019,10476,volatile_growth,NA_Enterprise_volatile_growth
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,EMEA,Pro,Monthly,0.030217692767872006,1510,gentle_acceleration,EMEA_Pro_gentle_acceleration
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,EMEA,Pro,Yearly,0.552383709994256,2761,gentle_acceleration,EMEA_Pro_gentle_acceleration
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,EMEA,Business,Monthly,0.04446164571645605,2223,slow_recovery,EMEA_Business_slow_recovery
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,EMEA,Business,Yearly,0.8128314428982957,4064,slow_recovery,EMEA_Business_slow_recovery
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,EMEA,Enterprise,Monthly,0.05312588791838896,2656,market_correction,EMEA_Enterprise_market_correction
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,EMEA,Enterprise,Yearly,0.9711299033403242,4855,market_correction,EMEA_Enterprise_market_correction
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,APAC,Pro,Monthly,0.010891534146069368,544,volatile_growth,APAC_Pro_volatile_growth
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,APAC,Pro,Yearly,0.19904029899405054,995,volatile_growth,APAC_Pro_volatile_growth
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,APAC,Business,Monthly,0.011733465808801365,586,cyclical_pattern,APAC_Business_cyclical_pattern
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,APAC,Business,Yearly,0.21452418766411263,1072,cyclical_pattern,APAC_Business_cyclical_pattern
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,APAC,Enterprise,Monthly,0.013999027373971098,699,sideways_drift,APAC_Enterprise_sideways_drift
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,APAC,Enterprise,Yearly,0.25591660977370023,1279,sideways_drift,APAC_Enterprise_sideways_drift
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,LATAM,Pro,Monthly,0.003972386663253691,198,gentle_acceleration,LATAM_Pro_gentle_acceleration
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,LATAM,Pro,Yearly,0.07256685540329141,362,gentle_acceleration,LATAM_Pro_gentle_acceleration
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,LATAM,Business,Monthly,0.005778712776024156,288,market_correction,LATAM_Business_market_correction
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,LATAM,Business,Yearly,0.10563946190024555,528,market_correction,LATAM_Business_market_correction
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,LATAM,Enterprise,Monthly,0.003972386663253691,198,steady_growth,LATAM_Enterprise_steady_growth
12/06/2019,12/12/2019,2019 Q4,2019,Q4,6,6,2019,12,December,LATAM,Enterprise,Yearly,0.07256685540329141,362,steady_growth,LATAM_Enterprise_steady_growth
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,NA,Pro,Monthly,0.03295779763385432,1647,steady_growth,NA_Pro_steady_growth
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,NA,Pro,Yearly,0.30721320980669875,1536,steady_growth,NA_Pro_steady_growth
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,NA,Business,Monthly,0.13364517057239442,6682,slow_recovery,NA_Business_slow_recovery
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,NA,Business,Yearly,1.245752703875088,6228,slow_recovery,NA_Business_slow_recovery
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,NA,Enterprise,Monthly,0.20452050872601518,10226,volatile_growth,NA_Enterprise_volatile_growth
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,NA,Enterprise,Yearly,1.9064317874692986,9532,volatile_growth,NA_Enterprise_volatile_growth
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,EMEA,Pro,Monthly,0.05619511152525741,2809,gentle_acceleration,EMEA_Pro_gentle_acceleration
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,EMEA,Pro,Yearly,0.5238422266276413,2619,gentle_acceleration,EMEA_Pro_gentle_acceleration
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,EMEA,Business,Monthly,0.09320183506443197,4660,slow_recovery,EMEA_Business_slow_recovery
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,EMEA,Business,Yearly,0.8687510131521134,4343,slow_recovery,EMEA_Business_slow_recovery
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,EMEA,Enterprise,Monthly,0.08393293285017336,4196,market_correction,EMEA_Enterprise_market_correction
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,EMEA,Enterprise,Yearly,0.7823764784800175,3911,market_correction,EMEA_Enterprise_market_correction
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,APAC,Pro,Monthly,0.017045289208219593,852,sideways_drift,APAC_Pro_sideways_drift
12/13/2019,12/19/2019,2019 Q4,2019,Q4,7,7,2019,12,December,APAC,Pro,Yearly,0.15885719690911435,794,sideways_drift,APAC_Pro_sideways_drift
